cf1,cf2
0.413,0.019
0.282,0.000
0.173,0.000
0.157,0.000
0.226,0.000
0.524,0.000
0.837,0.000
0.892,0.000
0.905,0.000
0.926,0.000
0.924,0.000
0.923,0.000
0.913,0.000
0.884,0.000
0.849,0.010
0.835,0.057
0.851,0.159
0.872,0.270
0.849,0.346
0.820,0.338
0.779,0.234
0.707,0.141
0.605,0.090
0.469,0.035
0.345,0.005
0.265,0.000
0.211,0.000
0.162,0.000
0.113,0.000
0.077,0.000
0.080,0.000
0.124,0.000
0.193,0.000
0.242,0.000
0.238,0.000
0.241,0.000
0.305,0.000
0.323,0.000
0.293,0.002
0.341,0.023
0.313,0.045
0.366,0.068
0.407,0.071
0.459,0.069
0.518,0.065
0.593,0.141
0.625,0.182
0.557,0.093
0.535,0.034
0.531,0.000
0.498,0.000
0.485,0.000
0.478,0.000
0.543,0.000
0.582,0.000
0.661,0.000
0.682,0.000
0.666,0.000
0.606,0.000
0.548,0.000
0.560,0.000
0.586,0.000
0.626,0.030
0.638,0.132
0.679,0.275
0.753,0.476
0.812,0.577
0.837,0.613
0.819,0.597
0.788,0.551
0.738,0.449
0.652,0.216
0.536,0.077
0.481,0.002
0.484,0.000
0.465,0.000
0.431,0.000
0.370,0.000
0.357,0.000
0.339,0.000
0.325,0.000
0.325,0.000
0.327,0.000
0.329,0.000
0.370,0.000
0.327,0.000
0.336,0.005
0.345,0.055
0.357,0.139
0.540,0.299
0.644,0.423
0.635,0.483
0.539,0.483
0.469,0.359
0.407,0.249
0.326,0.131
0.299,0.046
0.276,0.001
0.292,0.000
0.276,0.000
0.262,0.000
0.252,0.000
0.218,0.000
0.197,0.000
0.199,0.000
0.212,0.000
0.252,0.000
0.307,0.000
0.440,0.000
0.514,0.000
0.462,0.008
0.388,0.046
0.310,0.130
0.327,0.331
0.447,0.562
0.484,0.657
0.447,0.607
0.379,0.556
0.298,0.466
0.243,0.295
0.206,0.095
0.221,0.003
0.262,0.000
0.280,0.000
0.273,0.000
0.260,0.000
0.234,0.000
0.252,0.000
0.268,0.000
0.274,0.000
0.262,0.000
0.246,0.000
0.242,0.000
0.261,0.000
0.267,0.015
0.260,0.064
0.248,0.106
0.320,0.125
0.392,0.132
0.483,0.168
0.580,0.278
0.624,0.336
0.656,0.263
0.624,0.179
0.656,0.063
0.654,0.003
0.617,0.000
0.587,0.000
0.578,0.000
0.636,0.000
0.607,0.000
0.563,0.000
0.553,0.000
0.503,0.000
0.490,0.000
0.466,0.000
0.406,0.000
0.345,0.000
0.302,0.017
0.262,0.062
0.242,0.114
0.260,0.187
0.278,0.199
0.281,0.230
0.325,0.187
0.341,0.182
0.292,0.141
0.276,0.087
0.315,0.039
0.368,0.002
0.408,0.000
0.447,0.000
0.533,0.000
0.628,0.000
0.706,0.000
0.785,0.000
0.843,0.000
0.884,0.000
0.926,0.000
0.931,0.000
0.919,0.000
0.896,0.000
0.858,0.001
0.769,0.009
0.652,0.063
0.654,0.152
0.692,0.223
0.703,0.228
0.720,0.264
0.747,0.298
0.763,0.350
0.747,0.220
0.676,0.111
0.599,0.010
0.570,0.000
0.593,0.000
0.623,0.000
0.618,0.000
0.581,0.000
0.532,0.000
0.510,0.000
0.471,0.000
0.404,0.000
0.351,0.000
0.315,0.000
0.256,0.000
0.182,0.015
0.115,0.069
0.097,0.157
0.088,0.263
0.086,0.297
0.097,0.234
0.116,0.218
0.131,0.189
0.126,0.138
0.123,0.079
0.129,0.026
0.166,0.001
0.214,0.000
0.238,0.000
0.280,0.000
0.325,0.000
0.369,0.000
0.417,0.000
0.442,0.000
0.441,0.000
0.481,0.000
0.532,0.000
0.549,0.000
0.537,0.000
0.578,0.055
0.552,0.172
0.668,0.314
0.796,0.394
0.824,0.496
0.838,0.567
0.855,0.527
0.836,0.427
0.749,0.328
0.693,0.220
0.655,0.099
0.601,0.009
0.493,0.000
0.407,0.000
0.395,0.000
0.413,0.000
0.425,0.000
0.407,0.000
0.387,0.000
0.381,0.000
0.372,0.000
0.328,0.000
0.276,0.000
0.230,0.000
0.174,0.054
0.109,0.216
0.094,0.400
0.082,0.566
0.083,0.682
0.086,0.742
0.090,0.728
0.090,0.660
0.084,0.529
0.077,0.341
0.068,0.154
0.056,0.017
0.034,0.000
0.018,0.000
0.019,0.000
0.038,0.000
0.070,0.000
0.109,0.000
0.139,0.000
0.158,0.000
0.162,0.000
0.163,0.000
0.180,0.000
0.198,0.001
0.186,0.098
0.177,0.277
0.241,0.449
0.284,0.616
0.295,0.717
0.308,0.754
0.308,0.738
0.296,0.674
0.272,0.557
0.249,0.387
0.224,0.164
0.218,0.013
0.209,0.000
0.196,0.000
0.205,0.000
0.226,0.000
0.248,0.000
0.258,0.000
0.267,0.000
0.286,0.000
0.284,0.000
0.287,0.000
0.276,0.000
0.268,0.001
0.250,0.055
0.220,0.150
0.209,0.266
0.232,0.518
0.283,0.649
0.278,0.736
0.257,0.734
0.228,0.674
0.196,0.562
0.171,0.397
0.174,0.194
0.203,0.023
0.207,0.000
0.193,0.000
0.180,0.000
0.177,0.000
0.193,0.000
0.225,0.000
0.265,0.000
0.296,0.000
0.295,0.000
0.256,0.000
0.217,0.000
0.193,0.001
0.151,0.091
0.142,0.272
0.174,0.510
0.267,0.641
0.391,0.733
0.435,0.764
0.434,0.746
0.436,0.680
0.437,0.564
0.419,0.398
0.418,0.196
0.449,0.024
0.462,0.000
0.464,0.000
0.495,0.000
0.496,0.000
0.481,0.000
0.478,0.000
0.423,0.000
0.327,0.000
0.332,0.000
0.355,0.000
0.291,0.000
0.294,0.000
0.258,0.022
0.257,0.061
0.314,0.176
0.330,0.298
0.332,0.380
0.327,0.542
0.308,0.584
0.279,0.545
0.235,0.442
0.177,0.291
0.163,0.115
0.174,0.012
0.191,0.000
0.203,0.000
0.207,0.000
0.199,0.000
0.202,0.000
0.198,0.000
0.190,0.000
0.199,0.000
0.189,0.000
0.171,0.000
0.136,0.000
0.099,0.000
0.080,0.031
0.079,0.097
0.110,0.199
0.144,0.321
0.191,0.464
0.239,0.525
0.271,0.534
0.288,0.428
0.297,0.310
0.294,0.185
0.262,0.075
0.262,0.010
0.303,0.000
0.305,0.000
0.293,0.000
0.275,0.000
0.260,0.000
0.243,0.000
0.228,0.000
0.215,0.000
0.211,0.000
0.215,0.000
0.231,0.000
0.246,0.002
0.215,0.067
0.154,0.212
0.184,0.402
0.165,0.576
0.135,0.675
0.112,0.719
0.095,0.708
0.087,0.649
0.088,0.537
0.099,0.359
0.112,0.179
0.151,0.024
0.198,0.000
0.218,0.000
0.233,0.000
0.225,0.000
0.202,0.000
0.183,0.000
0.168,0.000
0.169,0.000
0.165,0.000
0.174,0.000
0.181,0.000
0.187,0.004
0.157,0.086
0.133,0.271
0.152,0.482
0.209,0.606
0.301,0.629
0.374,0.472
0.425,0.263
0.453,0.171
0.401,0.117
0.326,0.074
0.295,0.047
0.295,0.009
0.289,0.000
0.291,0.000
0.308,0.000
0.339,0.000
0.383,0.000
0.407,0.000
0.426,0.000
0.416,0.000
0.422,0.000
0.447,0.000
0.408,0.000
0.403,0.001
0.420,0.046
0.431,0.115
0.502,0.234
0.595,0.285
0.608,0.267
0.612,0.310
0.700,0.322
0.764,0.332
0.745,0.260
0.654,0.148
0.549,0.068
0.520,0.013
0.508,0.000
0.474,0.000
0.527,0.000
0.590,0.000
0.622,0.000
0.625,0.000
0.616,0.000
0.616,0.000
0.643,0.000
0.692,0.000
0.724,0.000
0.710,0.005
0.664,0.088
0.733,0.229
0.848,0.380
0.902,0.434
0.932,0.498
0.946,0.475
0.954,0.509
0.950,0.419
0.932,0.345
0.912,0.291
0.891,0.156
0.846,0.027
0.751,0.000
0.601,0.000
0.461,0.000
0.440,0.000
0.404,0.000
0.395,0.000
0.385,0.000
0.408,0.000
0.438,0.000
0.417,0.000
0.362,0.000
0.319,0.007
0.302,0.080
0.319,0.198
0.360,0.395
0.397,0.563
0.399,0.607
0.371,0.556
0.321,0.488
0.273,0.401
0.253,0.323
0.263,0.226
0.280,0.114
0.362,0.019
0.449,0.000
0.471,0.000
0.403,0.000
0.318,0.000
0.313,0.000
0.344,0.000
0.339,0.000
0.341,0.000
0.368,0.000
0.431,0.000
0.456,0.000
0.448,0.008
0.387,0.131
0.316,0.304
0.248,0.456
0.193,0.563
0.135,0.618
0.101,0.614
0.068,0.571
0.049,0.536
0.051,0.473
0.062,0.365
0.071,0.185
0.108,0.037
0.166,0.000
0.223,0.000
0.265,0.000
0.269,0.000
0.336,0.000
0.327,0.000
0.262,0.000
0.266,0.000
0.299,0.000
0.308,0.000
0.350,0.000
0.357,0.003
0.351,0.052
0.401,0.155
0.415,0.332
0.384,0.492
0.341,0.554
0.284,0.566
0.225,0.579
0.181,0.541
0.142,0.416
0.119,0.274
0.108,0.159
0.122,0.040
0.146,0.000
0.160,0.000
0.158,0.000
0.136,0.000
0.108,0.000
0.089,0.000
0.081,0.000
0.082,0.000
0.086,0.000
0.090,0.000
0.096,0.000
0.105,0.011
0.100,0.134
0.123,0.324
0.165,0.503
0.193,0.617
0.200,0.658
0.198,0.692
0.202,0.658
0.216,0.529
0.233,0.343
0.244,0.165
0.238,0.054
0.245,0.008
0.297,0.000
0.291,0.000
0.259,0.000
0.230,0.000
0.233,0.000
0.237,0.000
0.219,0.000
0.221,0.000
0.240,0.000
0.266,0.000
0.282,0.000
0.332,0.004
0.292,0.043
0.351,0.136
0.370,0.321
0.362,0.430
0.367,0.451
0.379,0.541
0.396,0.586
0.404,0.554
0.417,0.458
0.388,0.314
0.316,0.149
0.294,0.042
0.260,0.000
0.254,0.000
0.276,0.000
0.310,0.000
0.291,0.000
0.314,0.000
0.293,0.000
0.316,0.000
0.328,0.000
0.318,0.000
0.311,0.000
0.325,0.011
0.352,0.083
0.395,0.194
0.395,0.385
0.381,0.609
0.362,0.678
0.327,0.628
0.286,0.439
0.250,0.261
0.221,0.211
0.204,0.181
0.186,0.083
0.170,0.022
0.181,0.000
0.179,0.000
0.171,0.000
0.172,0.000
0.194,0.000
0.232,0.000
0.260,0.000
0.277,0.000
0.283,0.000
0.256,0.000
0.215,0.000
0.197,0.009
0.162,0.069
0.185,0.186
0.170,0.357
0.147,0.428
0.136,0.467
0.128,0.514
0.114,0.436
0.098,0.380
0.083,0.323
0.071,0.201
0.069,0.100
0.093,0.030
0.151,0.000
0.199,0.000
0.211,0.000
0.198,0.000
0.184,0.000
0.170,0.000
0.159,0.000
0.156,0.000
0.152,0.000
0.148,0.000
0.143,0.000
0.130,0.009
0.089,0.065
0.067,0.160
0.063,0.230
0.053,0.264
0.046,0.302
0.044,0.286
0.041,0.248
0.034,0.213
0.028,0.179
0.021,0.160
0.021,0.141
0.044,0.050
0.106,0.000
0.175,0.000
0.214,0.000
0.230,0.000
0.232,0.000
0.241,0.000
0.265,0.000
0.277,0.000
0.283,0.000
0.259,0.000
0.238,0.000
0.206,0.008
0.200,0.064
0.282,0.144
0.363,0.239
0.420,0.322
0.449,0.397
0.467,0.430
0.485,0.401
0.508,0.318
0.527,0.244
0.512,0.141
0.512,0.066
0.563,0.021
0.584,0.000
0.562,0.000
0.557,0.000
0.527,0.000
0.515,0.000
0.536,0.000
0.563,0.000
0.557,0.000
0.590,0.000
0.621,0.000
0.646,0.000
0.694,0.009
0.750,0.038
0.873,0.077
0.919,0.139
0.933,0.172
0.940,0.204
0.947,0.198
0.955,0.152
0.960,0.086
0.957,0.058
0.950,0.034
0.933,0.014
0.908,0.002
0.891,0.000
0.867,0.000
0.836,0.000
0.808,0.000
0.788,0.000
0.775,0.000
0.778,0.000
0.819,0.000
0.843,0.000
0.856,0.000
0.868,0.000
0.877,0.004
0.883,0.039
0.891,0.079
0.892,0.159
0.875,0.235
0.875,0.263
0.892,0.253
0.883,0.185
0.862,0.151
0.834,0.097
0.791,0.054
0.732,0.018
0.682,0.002
0.644,0.000
0.597,0.000
0.557,0.000
0.548,0.000
0.479,0.000
0.497,0.000
0.522,0.000
0.596,0.000
0.707,0.000
0.804,0.000
0.859,0.000
0.884,0.000
0.903,0.008
0.916,0.038
0.927,0.083
0.934,0.058
0.943,0.072
0.944,0.093
0.945,0.090
0.940,0.069
0.937,0.049
0.941,0.046
0.944,0.050
0.946,0.021
0.942,0.000
0.925,0.000
0.884,0.000
0.801,0.000
0.646,0.000
0.453,0.000
0.297,0.000
0.208,0.000
0.193,0.000
0.207,0.000
0.211,0.000
0.191,0.027
0.156,0.158
0.161,0.347
0.154,0.512
0.147,0.594
0.123,0.449
0.091,0.286
0.067,0.224
0.059,0.332
0.077,0.516
0.124,0.381
0.182,0.227
0.252,0.058
0.320,0.000
0.338,0.000
0.325,0.000
0.284,0.000
0.276,0.000
0.268,0.000
0.242,0.000
0.214,0.000
0.194,0.000
0.189,0.000
0.191,0.000
0.193,0.022
0.216,0.076
0.224,0.101
0.230,0.142
0.280,0.275
0.284,0.542
0.269,0.649
0.253,0.499
0.238,0.283
0.226,0.169
0.229,0.139
0.235,0.110
0.252,0.040
0.298,0.000
0.310,0.000
0.295,0.000
0.282,0.000
0.276,0.000
0.278,0.000
0.281,0.000
0.286,0.000
0.289,0.000
0.278,0.000
0.248,0.000
0.230,0.031
0.214,0.154
0.242,0.228
0.273,0.267
0.301,0.404
0.341,0.615
0.359,0.714
0.345,0.707
0.327,0.608
0.308,0.428
0.286,0.255
0.254,0.145
0.249,0.057
0.307,0.002
0.344,0.000
0.341,0.000
0.326,0.000
0.305,0.000
0.278,0.000
0.251,0.000
0.238,0.000
0.257,0.000
0.305,0.000
0.348,0.000
0.332,0.032
0.240,0.161
0.193,0.335
0.222,0.486
0.339,0.579
0.392,0.606
0.418,0.503
0.415,0.418
0.376,0.390
0.297,0.338
0.213,0.243
0.164,0.117
0.152,0.037
0.146,0.002
0.135,0.000
0.131,0.000
0.122,0.000
0.101,0.000
0.073,0.000
0.054,0.000
0.051,0.000
0.058,0.000
0.051,0.000
0.033,0.000
0.020,0.027
0.012,0.108
0.009,0.217
0.014,0.332
0.019,0.480
0.027,0.609
0.033,0.647
0.041,0.582
0.047,0.428
0.045,0.327
0.041,0.266
0.036,0.175
0.033,0.068
0.034,0.003
0.028,0.000
0.016,0.000
0.011,0.000
0.025,0.000
0.061,0.000
0.115,0.000
0.154,0.000
0.165,0.000
0.170,0.000
0.179,0.000
0.178,0.015
0.186,0.068
0.204,0.157
0.250,0.287
0.319,0.436
0.378,0.504
0.444,0.538
0.502,0.525
0.542,0.470
0.540,0.385
0.493,0.265
0.452,0.143
0.447,0.047
0.448,0.002
0.428,0.000
0.452,0.000
0.496,0.000
0.515,0.000
0.502,0.000
0.496,0.000
0.516,0.000
0.523,0.000
0.554,0.000
0.587,0.000
0.682,0.027
0.683,0.095
0.666,0.196
0.684,0.322
0.700,0.445
0.686,0.545
0.674,0.626
0.664,0.672
0.649,0.635
0.616,0.534
0.563,0.388
0.512,0.217
0.490,0.070
0.471,0.004
0.459,0.000
0.435,0.000
0.406,0.000
0.379,0.000
0.359,0.000
0.314,0.000
0.301,0.000
0.269,0.000
0.238,0.000
0.213,0.000
0.186,0.030
0.161,0.109
0.153,0.214
0.237,0.331
0.362,0.456
0.440,0.594
0.453,0.697
0.433,0.687
0.418,0.601
0.412,0.485
0.374,0.358
0.328,0.215
0.345,0.076
0.415,0.006
0.447,0.000
0.413,0.000
0.373,0.000
0.350,0.000
0.324,0.000
0.316,0.000
0.276,0.000
0.266,0.000
0.268,0.000
0.268,0.000
0.322,0.029
0.327,0.131
0.330,0.282
0.338,0.424
0.350,0.469
0.377,0.291
0.399,0.276
0.407,0.294
0.395,0.224
0.380,0.151
0.332,0.134
0.268,0.101
0.253,0.045
0.253,0.004
0.268,0.000
0.248,0.000
0.252,0.000
0.272,0.000
0.293,0.000
0.316,0.000
0.343,0.000
0.335,0.000
0.287,0.000
0.226,0.000
0.205,0.042
0.173,0.176
0.180,0.354
0.181,0.520
0.171,0.644
0.160,0.708
0.141,0.704
0.104,0.668
0.059,0.613
0.026,0.525
0.011,0.381
0.006,0.185
0.004,0.048
0.009,0.002
0.028,0.000
0.074,0.000
0.147,0.000
0.221,0.000
0.285,0.000
0.322,0.000
0.325,0.000
0.283,0.000
0.264,0.000
0.249,0.000
0.235,0.043
0.391,0.094
0.587,0.181
0.641,0.241
0.627,0.364
0.633,0.297
0.593,0.168
0.476,0.054
0.443,0.218
0.563,0.345
0.682,0.160
0.693,0.026
0.553,0.009
0.324,0.001
0.136,0.000
0.083,0.000
0.419,0.000
0.847,0.000
0.952,0.000
0.973,0.000
0.970,0.000
0.956,0.000
0.938,0.000
0.918,0.000
0.902,0.036
0.889,0.108
0.891,0.242
0.935,0.416
0.945,0.470
0.941,0.619
0.940,0.628
0.936,0.394
0.927,0.274
0.911,0.415
0.875,0.318
0.813,0.194
0.705,0.072
0.563,0.008
0.457,0.000
0.377,0.000
0.265,0.000
0.189,0.000
0.144,0.000
0.117,0.000
0.094,0.000
0.091,0.000
0.096,0.000
0.116,0.000
0.158,0.037
0.198,0.159
0.238,0.319
0.266,0.472
0.269,0.578
0.269,0.555
0.245,0.567
0.221,0.581
0.207,0.566
0.202,0.479
0.175,0.372
0.169,0.208
0.191,0.084
0.214,0.010
0.242,0.000
0.251,0.000
0.249,0.000
0.253,0.000
0.252,0.000
0.218,0.000
0.200,0.000
0.222,0.000
0.258,0.000
0.271,0.000
0.255,0.029
0.240,0.126
0.276,0.310
0.328,0.472
0.364,0.566
0.401,0.601
0.444,0.545
0.481,0.511
0.486,0.473
0.446,0.314
0.440,0.160
0.438,0.069
0.449,0.030
0.475,0.003
0.505,0.000
0.459,0.000
0.462,0.000
0.472,0.000
0.496,0.000
0.498,0.000
0.524,0.000
0.578,0.000
0.633,0.000
0.649,0.001
0.626,0.051
0.529,0.201
0.381,0.370
0.325,0.532
0.268,0.625
0.211,0.716
0.168,0.738
0.140,0.710
0.123,0.626
0.111,0.521
0.095,0.383
0.079,0.230
0.066,0.087
0.059,0.014
0.048,0.000
0.028,0.000
0.011,0.000
0.013,0.000
0.027,0.000
0.049,0.000
0.074,0.000
0.099,0.000
0.122,0.000
0.144,0.001
0.139,0.032
0.162,0.111
0.193,0.265
0.212,0.384
0.241,0.459
0.286,0.563
0.330,0.600
0.345,0.539
0.357,0.389
0.381,0.279
0.380,0.203
0.330,0.102
0.298,0.041
0.295,0.004
0.291,0.000
0.268,0.000
0.298,0.000
0.305,0.000
0.278,0.000
0.313,0.000
0.310,0.000
0.313,0.000
0.289,0.000
0.245,0.000
0.212,0.013
0.259,0.032
0.318,0.043
0.330,0.046
0.311,0.034
0.278,0.045
0.252,0.090
0.217,0.190
0.189,0.385
0.170,0.474
0.161,0.398
0.155,0.212
0.144,0.075
0.153,0.010
0.176,0.000
0.184,0.000
0.187,0.000
0.193,0.000
0.191,0.000
0.210,0.000
0.240,0.000
0.291,0.000
0.351,0.000
0.379,0.002
0.411,0.052
0.465,0.193
0.465,0.362
0.425,0.518
0.407,0.646
0.411,0.728
0.419,0.755
0.431,0.750
0.456,0.699
0.504,0.598
0.553,0.450
0.577,0.278
0.551,0.095
0.500,0.017
0.425,0.000
0.395,0.000
0.413,0.000
0.449,0.000
0.447,0.000
0.438,0.000
0.437,0.000
0.395,0.000
0.374,0.000
0.344,0.004
0.237,0.053
0.289,0.232
0.245,0.429
0.190,0.593
0.148,0.707
0.121,0.774
0.112,0.793
0.120,0.775
0.141,0.711
0.169,0.606
0.193,0.461
0.204,0.281
0.200,0.096
0.198,0.017
0.193,0.000
0.165,0.000
0.132,0.000
0.111,0.000
0.101,0.000
0.097,0.000
0.094,0.000
0.090,0.000
0.086,0.000
0.088,0.005
0.080,0.057
0.075,0.224
0.083,0.368
0.081,0.445
0.077,0.531
0.077,0.610
0.081,0.669
0.089,0.694
0.097,0.656
0.105,0.553
0.118,0.397
0.131,0.217
0.148,0.077
0.172,0.015
0.189,0.000
0.176,0.000
0.145,0.000
0.111,0.000
0.080,0.000
0.062,0.000
0.052,0.000
0.046,0.000
0.041,0.000
0.039,0.002
0.037,0.031
0.034,0.084
0.033,0.150
0.029,0.219
0.028,0.330
0.030,0.510
0.034,0.584
0.040,0.504
0.044,0.412
0.048,0.309
0.049,0.213
0.051,0.099
0.059,0.034
0.081,0.005
0.107,0.000
0.123,0.000
0.129,0.000
0.124,0.000
0.116,0.000
0.108,0.000
0.100,0.000
0.096,0.000
0.094,0.000
0.092,0.008
0.083,0.068
0.071,0.198
0.072,0.345
0.075,0.488
0.076,0.549
0.074,0.569
0.072,0.571
0.072,0.438
0.069,0.244
0.068,0.164
0.076,0.101
0.096,0.060
0.136,0.024
0.216,0.002
0.291,0.000
0.297,0.000
0.303,0.000
0.316,0.000
0.343,0.000
0.387,0.000
0.397,0.000
0.413,0.000
0.436,0.000
0.444,0.000
0.456,0.020
0.516,0.077
0.578,0.194
0.604,0.315
0.599,0.419
0.584,0.460
0.566,0.488
0.553,0.461
0.541,0.480
0.532,0.427
0.517,0.331
0.474,0.195
0.411,0.077
0.377,0.021
0.359,0.000
0.297,0.000
0.258,0.000
0.235,0.000
0.180,0.000
0.149,0.000
0.131,0.000
0.118,0.000
0.106,0.000
0.088,0.007
0.063,0.062
0.048,0.167
0.041,0.327
0.035,0.516
0.032,0.625
0.030,0.702
0.030,0.727
0.033,0.713
0.037,0.663
0.044,0.566
0.054,0.440
0.063,0.277
0.077,0.105
0.092,0.023
0.116,0.000
0.134,0.000
0.148,0.000
0.154,0.000
0.157,0.000
0.159,0.000
0.160,0.000
0.143,0.000
0.124,0.000
0.098,0.009
0.068,0.066
0.055,0.198
0.038,0.379
0.027,0.494
0.025,0.580
0.025,0.646
0.029,0.678
0.037,0.680
0.051,0.630
0.065,0.543
0.081,0.421
0.101,0.268
0.120,0.106
0.151,0.025
0.198,0.000
0.250,0.000
0.283,0.000
0.300,0.000
0.306,0.000
0.295,0.000
0.283,0.000
0.278,0.000
0.280,0.000
0.268,0.009
0.191,0.065
0.209,0.225
0.189,0.406
0.165,0.556
0.151,0.669
0.141,0.745
0.136,0.778
0.132,0.770
0.118,0.715
0.113,0.613
0.114,0.468
0.113,0.290
0.116,0.106
0.131,0.025
0.129,0.000
0.102,0.000
0.095,0.000
0.118,0.000
0.154,0.000
0.159,0.000
0.138,0.000
0.134,0.000
0.176,0.000
0.202,0.010
0.166,0.067
0.162,0.213
0.250,0.371
0.300,0.503
0.326,0.612
0.326,0.718
0.290,0.780
0.250,0.772
0.230,0.715
0.237,0.614
0.257,0.470
0.265,0.291
0.268,0.107
0.362,0.025
0.468,0.000
0.468,0.000
0.429,0.000
0.395,0.000
0.369,0.000
0.357,0.000
0.368,0.000
0.396,0.000
0.415,0.000
0.411,0.012
0.351,0.068
0.291,0.215
0.481,0.406
0.538,0.565
0.549,0.675
0.547,0.727
0.539,0.762
0.519,0.765
0.467,0.710
0.396,0.608
0.330,0.462
0.285,0.283
0.280,0.107
0.351,0.026
0.413,0.000
0.423,0.000
0.407,0.000
0.388,0.000
0.368,0.000
0.355,0.000
0.345,0.000
0.341,0.000
0.346,0.000
0.322,0.011
0.242,0.059
0.184,0.133
0.255,0.223
0.327,0.316
0.365,0.403
0.396,0.473
0.412,0.526
0.424,0.561
0.437,0.550
0.445,0.458
0.440,0.317
0.409,0.166
0.389,0.070
0.395,0.023
0.385,0.000
0.349,0.000
0.322,0.000
0.312,0.000
0.304,0.000
0.305,0.000
0.331,0.000
0.374,0.000
0.405,0.000
0.381,0.003
0.280,0.027
0.196,0.099
0.192,0.223
0.283,0.375
0.318,0.510
0.336,0.617
0.336,0.681
0.341,0.670
0.357,0.591
0.362,0.374
0.347,0.221
0.280,0.127
0.245,0.057
0.289,0.014
0.350,0.000
0.376,0.000
0.350,0.000
0.299,0.000
0.244,0.000
0.199,0.000
0.172,0.000
0.152,0.000
0.140,0.000
0.140,0.003
0.137,0.021
0.103,0.054
0.072,0.099
0.079,0.152
0.100,0.211
0.110,0.276
0.114,0.273
0.116,0.235
0.122,0.185
0.122,0.124
0.114,0.077
0.105,0.053
0.115,0.027
0.158,0.005
0.214,0.000
0.241,0.000
0.246,0.000
0.235,0.000
0.225,0.000
0.217,0.000
0.233,0.000
0.234,0.000
0.229,0.000
0.200,0.002
0.152,0.020
0.160,0.057
0.175,0.115
0.166,0.197
0.150,0.277
0.134,0.313
0.119,0.317
0.103,0.309
0.094,0.299
0.095,0.276
0.100,0.214
0.111,0.128
0.114,0.068
0.134,0.024
0.209,0.000
0.278,0.000
0.311,0.000
0.316,0.000
0.307,0.000
0.301,0.000
0.299,0.000
0.325,0.000
0.317,0.000
0.315,0.006
0.288,0.043
0.326,0.110
0.354,0.207
0.342,0.338
0.330,0.460
0.336,0.549
0.344,0.585
0.350,0.577
0.363,0.511
0.384,0.437
0.400,0.348
0.386,0.237
0.344,0.114
0.271,0.037
0.230,0.000
0.217,0.000
0.208,0.000
0.204,0.000
0.209,0.000
0.212,0.000
0.209,0.000
0.191,0.000
0.180,0.000
0.182,0.015
0.198,0.076
0.238,0.198
0.268,0.399
0.288,0.548
0.305,0.655
0.325,0.722
0.329,0.745
0.328,0.733
0.331,0.682
0.332,0.590
0.324,0.461
0.291,0.295
0.243,0.117
0.183,0.028
0.151,0.000
0.159,0.000
0.174,0.000
0.177,0.000
0.175,0.000
0.171,0.000
0.166,0.000
0.158,0.000
0.151,0.000
0.138,0.020
0.120,0.081
0.120,0.219
0.129,0.366
0.131,0.498
0.127,0.621
0.123,0.682
0.135,0.621
0.166,0.452
0.205,0.302
0.223,0.216
0.211,0.165
0.177,0.154
0.143,0.116
0.130,0.036
0.142,0.000
0.142,0.000
0.129,0.000
0.106,0.000
0.080,0.000
0.059,0.000
0.042,0.000
0.033,0.000
0.026,0.000
0.021,0.016
0.015,0.062
0.018,0.145
0.025,0.309
0.034,0.488
0.040,0.633
0.047,0.718
0.047,0.740
0.045,0.728
0.047,0.670
0.047,0.551
0.045,0.421
0.050,0.257
0.072,0.116
0.118,0.036
0.187,0.000
0.220,0.000
0.216,0.000
0.200,0.000
0.176,0.000
0.153,0.000
0.132,0.000
0.118,0.000
0.105,0.000
0.082,0.021
0.053,0.085
0.041,0.231
0.029,0.385
0.019,0.470
0.011,0.540
0.006,0.595
0.002,0.606
0.004,0.542
0.009,0.423
0.013,0.270
0.016,0.164
0.021,0.088
0.029,0.044
0.044,0.012
0.076,0.000
0.102,0.000
0.115,0.000
0.114,0.000
0.111,0.000
0.113,0.000
0.112,0.000
0.105,0.000
0.090,0.000
0.068,0.002
0.041,0.017
0.025,0.046
0.012,0.084
0.006,0.132
0.007,0.195
0.014,0.316
0.027,0.475
0.041,0.535
0.055,0.495
0.069,0.383
0.079,0.304
0.079,0.218
0.072,0.124
0.077,0.042
0.081,0.001
0.060,0.000
0.042,0.000
0.030,0.000
0.020,0.000
0.015,0.000
0.019,0.000
0.023,0.000
0.018,0.000
0.022,0.008
0.021,0.056
0.027,0.142
0.038,0.224
0.048,0.365
0.055,0.440
0.062,0.467
0.066,0.367
0.073,0.333
0.081,0.334
0.096,0.271
0.107,0.234
0.107,0.199
0.100,0.108
0.089,0.034
0.077,0.000
0.064,0.000
0.046,0.000
0.021,0.000
0.005,0.000
0.007,0.000
0.022,0.000
0.049,0.000
0.082,0.000
0.105,0.007
0.107,0.037
0.124,0.106
0.146,0.211
0.196,0.275
0.289,0.373
0.382,0.470
0.428,0.561
0.471,0.530
0.540,0.447
0.603,0.321
0.570,0.175
0.499,0.123
0.450,0.085
0.460,0.031
0.452,0.000
0.417,0.000
0.353,0.000
0.358,0.000
0.357,0.000
0.404,0.000
0.448,0.000
0.604,0.000
0.629,0.000
0.622,0.012
0.668,0.075
0.749,0.192
0.768,0.297
0.772,0.444
0.783,0.666
0.806,0.749
0.821,0.777
0.832,0.759
